customer_id,first_name,last_name,email,phone_number,address,city,state,country,postal_code,date_of_birth,registration_date
9c457af9-8e9a-4a05-8a48-4b1bdd4d54d3,Dawn,Henry,carterolivia@travis-white.com,+1-375-316-5072x0704,926 Sandra Burgs Apt. 029,East Nathanielmouth,Louisiana,French Guiana,35794,1965-05-19,2020-08-08
2f79df59-e3a0-474c-baac-0769bce16a04,Jose,Cook,brandysmith@hotmail.com,(751)529-3725,36850 Vickie Light,Stevensonfurt,Kentucky,Mozambique,43919,1997-10-22,2019-10-05
204578e1-97f1-426f-931b-26f583b6ba6d,Christina,Beck,michael76@yahoo.com,+1-190-522-8377x780,718 Perry Mission Apt. 885,East Jonathan,New Jersey,Jersey,73028,1937-04-08,2022-11-10
90830e04-2942-437a-99cc-d29e4a4b1e12,Matthew,Bailey,veronicacox@tyler.com,(010)135-2368x02178,235 Heather Rue Suite 607,Robertsview,Idaho,Qatar,91822,1993-04-06,2020-05-03
9ede8c2f-7cf0-438e-be06-adc061fc7d63,Michelle,Christensen,nrose@gmail.com,188.670.7267x088,25168 Hayden Lane,Michelleland,New Jersey,Morocco,43928,1956-05-13,2021-08-21
d8bd352b-fd48-477a-8065-48fa60818a66,Heather,Todd,wigginskenneth@gmail.com,(667)963-8438,53810 Vincent Junction,South Maryport,Oklahoma,Peru,76013,1956-10-20,2024-03-11
d534a45d-93fb-47d0-95fe-2ef86efe9d0f,Vanessa,Cooper,rubenbeck@jennings-gordon.net,666.708.1850,39860 Joseph Oval,Molinabury,New Hampshire,Wallis and Futuna,94058,1973-05-11,2019-08-13
b942f9b4-81b7-42d1-9fbf-d11cfb2e3359,Sherry,Lawrence,makaylaoneal@gmail.com,5092775336,388 Courtney Crossing,Williamsborough,Washington,Algeria,83559,1945-11-08,2023-08-13
994d1bcf-3023-47ab-9765-b915c66b5c72,Heather,Walter,ronaldhancock@luna.com,(960)160-3883,7556 Anderson Roads,Davidsonborough,Louisiana,Denmark,45431,1959-10-14,2019-07-07
74e22e90-dc8e-436f-9bbd-dcb1d51aa789,Nathan,Bird,ngreen@kim-foster.com,+1-461-791-0474x91250,73881 Cuevas Ford Apt. 612,Kathleenmouth,Georgia,Egypt,03665,1989-10-19,2021-11-18
1211ad31-ba85-4cac-a1ea-5a5cad7e6bf0,Jennifer,Long,collinsrobin@medina.biz,+1-655-165-5401,2820 Smith Tunnel Suite 446,North Tinamouth,New Mexico,Cambodia,03045,1987-07-10,2022-08-04
7cea9af8-d1bc-4b5c-bdd7-a602573c3b15,John,Novak,deborahanderson@hotmail.com,(280)338-5188x9639,036 Nicole Terrace,Jacksonport,Louisiana,Burundi,56066,1984-04-02,2022-01-05
5cd116dc-cbcf-4e49-90a5-51a351d528d5,Zachary,Salas,alexis55@yahoo.com,001-807-845-2468,3276 Hall Hill Apt. 263,West Jenniferport,Utah,Mongolia,82537,1937-08-11,2022-07-28
71e726b8-1f13-4318-a2d3-aedaf8b1028d,Julie,Burton,ruthmckinney@reed.com,266-683-2439x89175,4242 Peter Bypass Apt. 645,Scottborough,South Dakota,Norfolk Island,14792,1970-08-26,2023-05-07
6c7debee-3baa-4cdd-af20-994169a93724,Benjamin,Schwartz,stephen03@mitchell.com,545.015.1582,85527 Wagner Falls,Velasquezborough,Mississippi,Ecuador,40534,1983-05-26,2021-08-10
277c7a07-dc31-455f-9def-b8217af0f8ef,John,Hunt,xhoffman@gmail.com,(355)880-6305,2820 Ashley Plain Apt. 735,Lake Katrina,Oregon,Maldives,37390,1981-08-06,2020-03-13
2e16774f-5b98-4e3b-8866-b5653b152792,Jacob,Nunez,felicia83@hotmail.com,621-771-8184x297,6113 Matthew Port,Port David,South Carolina,Slovenia,39593,1941-05-17,2024-02-15
31fb301d-607e-410c-86f7-841b671bca5e,Kimberly,Palmer,cruzeric@gmail.com,773-186-7361x5819,052 Henderson Stream,New Billyborough,Washington,Lebanon,54149,2003-10-17,2020-10-29
45a27af2-06af-4520-98f1-a60be46915e8,Glenn,Carr,jesus85@grant.info,001-481-539-1268x5167,256 Day Avenue Suite 053,Port Barbara,Connecticut,Yemen,68613,1989-12-21,2022-06-29
cd713e1d-bb93-42c7-bcfb-d660c7f13f06,Micheal,Crawford,jamesgill@thompson-ball.net,(101)621-4664,18520 Lisa Neck,South Coltontown,Wisconsin,Taiwan,49163,1998-02-21,2019-10-02
0400bd06-8360-44ec-a0c7-c7125b5a64ed,Elizabeth,Benjamin,julie98@hotmail.com,001-648-932-7298x3045,1427 Flores Forge,Lorishire,Indiana,Marshall Islands,73346,1966-02-09,2020-01-12
74a3ee2d-313a-40c7-96af-6b659ba481eb,Ashley,Miller,jday@yahoo.com,447.135.1981,730 Jason Rapid,New James,Utah,Philippines,94303,1966-09-06,2022-06-26
a944b4d2-e232-48cd-9ced-c542452910b7,Jessica,Howell,michaelcamacho@hotmail.com,(752)347-4527,585 Rodriguez Mission,Contrerasshire,Ohio,Aruba,59619,1991-03-18,2024-01-28
1e41fa51-cff6-405f-bd06-621c0df0bf1e,Whitney,Cortez,qjacobson@yahoo.com,733-695-1620,0099 Palmer Well,Catherineside,Pennsylvania,Slovakia (Slovak Republic),64647,1956-12-03,2019-09-13
40a4cc72-4e66-4f69-ba20-98545891c339,Heather,Rodriguez,jacqueline32@davis.biz,001-997-994-2751x8248,4846 Weaver Lane,East Faithview,Nebraska,Honduras,90379,1946-03-21,2023-01-16
15447820-1d49-400b-92bc-21f0d77aba73,Kathleen,Johnson,campbelllinda@avila.com,(379)294-4593x40223,192 Ellen Via,Hollowaychester,South Carolina,Turkey,45555,1954-10-23,2022-08-21
f87ba984-0111-4221-aeba-43983cf0b866,Andrea,Baker,victoriamartin@gmail.com,+1-149-542-4508x495,29930 Garcia Common,East Aaronmouth,Virginia,Puerto Rico,04804,1985-04-09,2023-05-27
8f726dcd-d703-46f5-bb4d-7eb191fa815e,Jason,Walters,drakechristine@bridges.com,635.296.1254x5830,62829 Robert Freeway Suite 527,Nathanbury,West Virginia,Greenland,56721,1973-07-19,2020-06-29
79c75e5b-da1d-415a-b81e-0036342c6690,Andrea,Munoz,david75@love.info,+1-696-042-6509x4064,6637 Sosa Street Apt. 498,South Debratown,Delaware,Lesotho,84166,1951-03-29,2019-07-04
1bd22aec-8f8f-49e8-8e00-1eed15d719eb,Michelle,Soto,kimberly43@caldwell.com,(881)936-2521,569 Brittany Street Apt. 972,Gilbertfurt,Texas,Falkland Islands (Malvinas),25064,1946-11-16,2019-08-21
aea66630-6426-48a2-9115-22b64cf307bb,Jasmine,Brown,rwhite@yahoo.com,(302)051-6408x0383,092 Brown Wells,Port Benjamin,Ohio,Burkina Faso,18299,1952-02-24,2024-04-04
e1135d80-c98e-425a-a2d6-a8103e3829ad,Tammy,Simpson,thompsonwilliam@snyder.com,001-934-287-2046x909,635 Hodge Brook Apt. 229,West Lori,Oregon,France,21526,1966-05-19,2020-12-14
4659e0b5-a61c-4d1f-a0f1-f4142f850d82,Jennifer,King,jeremy88@gmail.com,+1-575-712-1325x0826,3592 Allen Terrace Apt. 700,Scottbury,Virginia,Cameroon,87032,1949-04-28,2020-06-04
ac1370f2-369f-4025-913c-193c1c6e0ac3,Emily,Wheeler,tperry@hotmail.com,(618)473-7339x643,98793 Ruth Highway Suite 272,Tateburgh,Indiana,Hungary,04064,1958-10-29,2021-04-07
b7b83674-1283-4b92-befa-e537afb87eec,Lisa,Travis,wesley59@yahoo.com,3922214584,737 Kevin Square,Weeksmouth,Vermont,Monaco,32454,1962-05-07,2019-08-02
7f3067b3-61f4-4288-b1bc-9a4edc33fe1c,Katie,Carr,brendaharris@yahoo.com,001-696-029-3258x903,3658 Hickman Lane,Brookeview,Pennsylvania,Seychelles,79630,1948-04-30,2019-09-07
49fb25f5-384b-4627-9047-01ae4ca6806a,Sierra,Hernandez,avilaariana@yahoo.com,001-330-249-2780x3171,265 Donald Center,Lake Jeremiahhaven,Hawaii,Guadeloupe,26353,1967-01-13,2021-12-16
45ce67c8-2158-4a74-9a2c-9077d2b9212f,Rhonda,Wright,dominique61@cox.org,111-568-9226x63448,053 Wyatt Light Suite 460,Matthewfort,South Carolina,Cote d'Ivoire,12248,1941-04-07,2019-07-10
987538cd-f433-439e-991a-c48c78932101,Allison,Archer,jeffrey73@gmail.com,+1-816-088-8732x01448,6926 Theodore Haven Suite 931,North Natalie,Nevada,San Marino,08137,1971-05-02,2023-08-06
c774ba0a-a6d7-42d6-a428-58e42615c9fa,Lisa,Brown,jonesrobert@smith.info,702-689-3374x099,415 Cabrera River Suite 764,Scotttown,Illinois,Argentina,22438,2005-11-05,2021-02-18
7e94aaa3-19e2-4acc-a6b7-e2b2a3c1a57c,Timothy,Suarez,gonzalesbrenda@yahoo.com,(200)946-9164x8992,068 Bates Mountain Suite 394,Emmaville,Maine,Swaziland,08283,1963-03-09,2024-04-06
1b761813-6bc3-48e3-bc02-24b52c486edb,Brittany,Pacheco,qwelch@wong.biz,784-766-6419,75750 Noah Flats Suite 370,East Albertfurt,Colorado,Guernsey,89793,1933-12-14,2023-10-06
0efb41af-40cd-4003-9edd-93de18250f90,Timothy,Hart,heidimoses@gmail.com,+1-668-711-8370x80345,100 Victoria Mills Suite 209,West Judith,North Carolina,Ukraine,86487,1955-12-22,2019-09-08
c6f88792-5035-4035-b197-1af6ddb35af8,Samantha,Patel,gina49@yahoo.com,+1-280-169-8923x6301,903 Smith Hills Apt. 447,Lake Briannaberg,Missouri,United States Minor Outlying Islands,40792,1976-09-15,2020-02-15
ae2de906-1734-469f-9aa1-13f0bee369b0,Laura,Humphrey,proctorkimberly@hotmail.com,354.369.4971,06571 Katie Well,Smithside,Alabama,Bahamas,33960,1984-02-08,2020-07-06
1582402d-25e3-47a3-8713-a6fd9e292bba,Joseph,Smith,slewis@gmail.com,001-402-283-8263,8413 Nguyen Spurs Suite 449,South Jasonport,Kentucky,Antarctica (the territory South of 60 deg S),86361,2001-07-21,2022-03-17
f327089f-b6a2-47d8-a735-4442b8c498f7,Mark,Collins,jessica00@yahoo.com,979.727.3545x607,6378 Gomez Trace,Nolanview,Montana,Ecuador,14850,1963-06-09,2020-02-01
c777b8a3-4369-4063-a32c-d6947ccf0c99,Victor,Chavez,hgalloway@bryant-kane.com,+1-111-353-2279,16189 Kirby Crossing,South Eric,Hawaii,Iceland,81707,1948-04-10,2022-11-03
88619809-5121-4e70-95a2-ab291b35d359,Daniel,Tyler,gholmes@briggs.com,995.725.7772x8557,283 Newton Lodge,Gregoryberg,Michigan,Tonga,73979,1948-12-15,2020-06-11
6db83bbf-6f5e-46b4-8980-8718e6778638,Paul,Taylor,sandra41@edwards.com,001-027-498-2062x31788,52114 Nixon Vista Suite 813,East Chad,Virginia,Micronesia,81664,1997-09-08,2020-10-19
ea3b2724-05d9-4317-b2b1-fbe1f0931097,Elizabeth,Brooks,renee43@gmail.com,119.110.8180,7943 Green Mission,Stacieport,Nebraska,Saint Vincent and the Grenadines,93636,1942-04-18,2020-08-06
043a1407-bd80-4b19-aafe-debdbd623309,Rachel,Reyes,franklinbrett@drake-jones.com,+1-979-982-0785,38749 Patrick Track Suite 614,North Charlesburgh,New Jersey,Ukraine,95769,1969-09-11,2022-04-07
15288c4e-8d50-4b68-a045-fa9b6c996990,Zachary,Smith,ecraig@hotmail.com,001-302-275-3444x3887,7608 Rodriguez Place Apt. 786,Garciaville,Colorado,Georgia,75377,1937-07-22,2020-11-29
4870e7bb-a58b-4d3b-8fa6-723b61865800,Hector,Montgomery,olsonvanessa@yahoo.com,+1-799-620-0724x5294,21458 Mary Garden,Rubenmouth,Minnesota,France,77086,1958-01-13,2024-05-19
2feb5532-4e60-41c3-bcf2-0fe5de60dad4,Jared,Baker,frankgalvan@hotmail.com,691.184.5155,940 Bailey Pike,Donaldsonfurt,Pennsylvania,Guinea,76966,1935-05-12,2021-04-23
accd81a9-4145-44b3-a53d-b2882d76cfae,Vanessa,Rodriguez,jerrywilliams@monroe-lopez.com,826.322.9208x999,59018 Carlos Viaduct Suite 751,Jonathanmouth,Nebraska,Netherlands,79104,1972-11-13,2021-05-10
02919874-6a49-4522-bab5-1cd39fdde373,Mackenzie,Garcia,ycooper@gmail.com,550-725-8382x9227,9992 Gary Land Suite 159,Melissafort,Illinois,Tokelau,48714,1942-10-28,2022-03-17
96a9e90f-599f-41fd-b653-d080115d2a00,Robert,Cook,edward65@gmail.com,(499)597-5001x2575,924 Willie Meadow Apt. 087,South Margaretfort,North Carolina,Samoa,49330,1972-12-09,2022-10-08
854c0a61-c8a6-4011-89ae-42b61792d4ac,Jennifer,Grant,pthompson@hotmail.com,001-332-128-8315x68848,35603 Amanda Port Apt. 404,South Brandonview,South Carolina,Saint Martin,62374,1986-05-10,2022-01-25
590a1f06-48e1-422e-b76a-86a0b6ceb35d,Larry,Fitzpatrick,mjones@diaz.com,(262)127-8124,827 Nathan Forest Suite 589,West Bryan,South Dakota,New Zealand,18372,1943-03-25,2020-07-31
5b9e6822-e692-4028-825d-b8e88afb4aa5,Christine,Murphy,brentstrickland@hotmail.com,001-260-952-1717,454 Hodges Lock,New Monica,California,Australia,94187,1974-12-11,2021-09-22
c37b2888-dd60-4f2d-823c-44ecdd636308,Matthew,Mathews,ycarter@sims.info,917-782-0067x11050,99217 Joe Roads Suite 808,Millsview,Kentucky,Niger,35086,1998-01-23,2020-10-06
40a7961c-d824-4fbd-bedc-e9e0b2ddcae9,Jennifer,Powell,boothtina@yahoo.com,741.260.6937,522 Rebecca Row Suite 758,East Jessica,California,Tunisia,86590,2004-12-31,2022-09-04
a7bad42e-f454-4b90-93c2-a83915a6e8a2,Jamie,Smith,vswanson@gmail.com,702.622.3036x9932,796 Bradley Walk Apt. 404,Lake Nicole,Michigan,Yemen,95693,1985-05-04,2023-11-29
7713926d-951a-4ed1-b65a-7a3574720057,Jonathan,Christensen,patrickjoseph@yahoo.com,8335910151,91117 Washington Divide Apt. 933,Tiffanyland,Alabama,Saint Martin,99320,1979-03-11,2021-06-14
a267211e-a75b-4c31-850f-68a4eecfb9fa,Erica,Chavez,javier26@wallace.com,001-072-936-3686x71497,6547 Amy Island,Brownport,Utah,Greenland,25110,1954-06-23,2022-03-20
b11e9c7f-0c54-4ced-8a15-4232e5aaf34d,Ryan,Rodgers,jamiemoore@hernandez.net,511-029-0901x573,603 King Dam Apt. 732,Reyesmouth,Arkansas,Egypt,15688,1952-02-06,2020-10-28
c54b49f1-703f-4cc4-ac04-6ab2ae63c9d2,Haley,Christian,rodrigueznorma@gmail.com,259-691-7451,7154 Shannon Village,Stewarthaven,Illinois,Netherlands Antilles,47739,1947-03-15,2024-03-26
d10171f8-9647-4ebe-92be-5ffe1a570d09,Mary,Horton,ulawson@yahoo.com,001-128-651-8818x1174,527 Smith Viaduct Apt. 326,Jasonburgh,Iowa,Palestinian Territory,30946,1985-05-16,2019-08-18
380bb3e1-4ab4-48dd-b7e3-5e9c594348e6,Connie,Norman,kaylaperry@elliott-baird.info,+1-912-866-4486,106 Ross Grove Suite 704,Port Charlesburgh,Wisconsin,Gambia,12693,1940-01-30,2020-04-15
2fe2a045-b83a-47ec-a53e-d92dfea40533,Joseph,Ortega,schwartzfrank@wilson-wood.info,561.726.8407,3075 Bowman Well Apt. 823,South Rebeccaside,Arizona,Chad,23822,1940-12-12,2021-05-12
f2d5d315-2210-4a6e-9cd6-a371ed2ca63a,Sara,Stewart,pamelamorrison@hotmail.com,(885)956-9691,5093 Scott Drive,Powersstad,Alaska,Norfolk Island,86997,1946-12-04,2024-03-05
3bc21f5e-8f63-4f8b-a637-8020297d8ecd,Morgan,Jones,brownkelly@james.org,195-395-4522x75392,135 Stevens Via,Rebeccastad,Wyoming,Bouvet Island (Bouvetoya),55276,1984-05-12,2023-06-16
4ce57672-dba3-444d-a65f-04cce5549a78,Sandra,Anderson,gnelson@brown.biz,612.445.5464x32647,1239 Archer Mountain,Johnside,Illinois,Finland,52188,1984-02-13,2022-07-11
b53b9edd-f71b-4f1d-8d4f-d214856c056a,Brooke,Moss,kellywang@gmail.com,001-959-126-5973x20749,05032 Kelly Drives Apt. 931,Lake Angelaside,Kentucky,Mayotte,57422,2001-02-07,2020-09-24
d64ae40a-0a5f-4af0-901d-b7ead308925b,Rose,Stanley,fgarcia@allen.biz,236.435.3138,70006 Keith Lake,East Martin,Vermont,Antarctica (the territory South of 60 deg S),08297,1953-11-06,2023-01-17
1a467da5-4311-48e1-b60c-171c3d45a610,Michelle,Hernandez,barbara29@hotmail.com,305-298-1875,54377 Wright Junction Apt. 176,Richardhaven,Oklahoma,Lao People's Democratic Republic,01157,1986-09-09,2024-01-30
8a797d91-8e5b-4468-999a-6d4aea256d18,April,Lane,vbray@mendoza-woodard.com,(042)999-0934,630 Glenn Pines,Port Gregoryville,Wyoming,Guinea,16137,1958-01-27,2022-12-01
784220a9-00d4-469d-8095-2d9eca35185b,William,Cooper,hutchinsonkaren@gmail.com,011.204.2717,777 Kennedy Pine,Camposchester,Iowa,Monaco,45771,1937-07-09,2024-04-14
101d90ce-fa4d-4e13-b23c-bb8b07ee8e63,Mary,Reid,monicale@barker.com,226.579.3384x6591,853 Davis Plaza Apt. 398,Loriside,Illinois,Saint Martin,30162,1944-09-05,2022-05-30
9202b2cf-5a89-4e3d-a1ee-fd86fa8b400b,Brittney,Reyes,debra92@gomez.com,+1-538-633-6827,3107 Thompson Mission Apt. 949,Deannafurt,South Dakota,Oman,51568,1997-10-28,2023-01-03
43eee0ec-c540-4141-a796-183f460d8791,Patricia,Bowen,uwyatt@yahoo.com,578.567.4918,2752 Joanne Ferry,Herreraville,Arizona,Nepal,98306,1958-10-19,2022-05-13
b5766814-791d-45f5-8e65-1613c64a5fa9,Christine,Williams,wongjames@allen.info,1468184835,580 Stone Squares Suite 951,Mannton,Maryland,Qatar,35985,1975-03-26,2019-11-13
fe8cd03e-0dbf-4dfc-af65-c210bb3a23ba,Paul,Mckinney,fhenry@vega.org,009-363-6250x2377,0859 Singh Plaza Apt. 335,Esparzaview,New York,Cameroon,13828,1943-05-13,2023-09-30
53851b39-74d8-421e-a7b1-cc1afd268a86,Angela,Arnold,gwalsh@gmail.com,561.398.8861,9899 Jennifer Landing,Lauramouth,Illinois,Bangladesh,59790,1954-06-20,2022-05-08
